路径,长度,危险系数
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,20.482,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,17.384,21.856
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,17.372,16.988
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,21.438,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,20.246,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,20.823,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,18.439,21.856
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,17.148,19.292
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,21.025,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,21.014,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,21.739,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,20.449,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,19.822,16.629
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,22.942,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,22.315,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,23.041,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,19.942,22.452
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,19.931,17.584
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,23.997,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,22.805,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,23.381,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,20.997,22.452
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,19.706,19.888
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,20.183,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,20.171,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,21.238,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,19.947,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,22.440,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,19.048,23.874
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 赛格购物中心-> 大雁塔,19.036,19.006
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,23.154,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,19.762,23.874
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,18.471,21.310
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,17.844,16.442
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,18.331,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,18.320,18.596
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,19.386,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.095,20.900
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,19.987,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,19.975,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,21.042,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,19.751,21.496
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,20.589,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,17.196,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 大雁塔,17.185,18.410
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,21.303,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,17.910,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,16.620,20.714
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 陕西师范大学-> 大雁塔,15.993,15.847
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,19.882,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,19.256,19.192
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,18.227,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,17.600,18.596
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,20.583,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,17.485,21.856
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.568,23.464
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,20.223,24.060
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,17.092,23.278
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 大雁塔,16.465,18.410
西安交通大学（曲江校区）-> 曲江立交交汇点-> 杜邑遗址公园-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,20.322,24.060
